occupancy,ILP,intensity,reuse_ratio,ld_coalesce,L2_hit_rate,L1_hit_rate,branch_eff,pwr_avg
0.033615,2.58,1.37,0.46,0.18,98.04,8.39,99.32,49.005
0.493527,2.82,1.46,1.04,0.1,97.97,16.37,100.0,55.297
0.016021,7.71,0.92,0.95,0.06,96.22,12.64,99.98,59.947
0.038856,9.12,1.38,0.61,0.06,90.65,4.46,99.84,55.171
0.169936,8.84,3.5,0.52,0.06,94.35,21.66,99.89,61.647
0.075695,19.91,0.48,0.01,0.16,93.09,33.52,99.89,50.337
0.305145,3.87,1.86,11.43,0.06,84.53,6.45,99.53,64.08
0.113448,6.88,1.37,0.48,0.09,97.71,12.94,98.89,54.982
0.094691,1.84,0.32,0.01,0.13,100.0,10.57,99.17,62.043
0.149996,9.75,5.72,0.81,0.11,99.68,0.8,99.96,58.19
0.101989,3.05,1.1,1.54,0.1,96.58,13.06,99.52,54.402
0.493527,18.87,1.04,0.01,0.1,98.91,16.23,100.0,53.181
0.096822,7.16,0.72,0.89,0.12,95.92,10.04,99.94,47.772
0.197779,3.74,3.15,0.12,0.06,99.53,26.03,100.0,59.345
0.23327,20.39,4.18,0.9,0.12,97.29,22.24,99.93,46.444
0.050116,20.39,1.82,0.38,0.25,97.87,2.59,99.97,55.112
0.086679,13.96,1.93,1.72,0.13,76.43,9.44,98.44,48.219
0.437712,8.07,1.14,0.01,0.09,97.49,17.97,100.0,61.261
0.040218,19.3,1.07,0.93,0.09,94.42,17.36,99.98,59.347
0.092286,20.39,2.55,0.01,0.09,95.01,24.39,100.0,63.359
0.135706,10.92,4.57,0.19,0.12,77.65,9.35,99.79,57.672
0.24169,3.75,0.84,0.39,0.06,97.35,38.59,99.59,60.434
0.103566,8.76,1.38,2.6,0.14,98.28,11.34,99.91,64.08
0.429928,17.0,1.3,0.43,0.12,100.0,29.89,99.91,55.101
0.179067,10.32,5.16,1.24,0.1,97.01,9.73,99.9,59.543
0.083014,6.44,1.63,1.03,0.12,99.34,15.83,99.86,46.444
0.043878,1.15,1.38,1.33,0.06,88.14,5.78,99.86,61.516
0.056498,9.75,5.0,0.53,0.15,92.03,0.8,100.0,47.689
0.241364,2.79,0.98,0.01,0.09,97.34,11.19,100.0,57.473
0.339399,6.64,0.56,1.32,0.17,87.73,9.86,99.92,47.369
0.106246,9.11,4.94,4.94,0.23,100.0,17.19,99.99,48.435
0.104217,8.98,0.01,7.79,0.19,96.15,13.66,99.22,64.08
0.261246,3.15,2.57,0.01,0.14,97.84,18.39,100.0,57.056
0.053106,2.16,1.09,0.01,0.19,93.21,16.57,99.81,49.022
0.493527,13.21,1.05,0.11,0.17,65.03,33.37,99.9,46.444
0.299357,20.39,5.13,0.82,0.08,92.9,10.69,100.0,48.547
0.102826,12.77,0.85,0.02,0.25,61.95,2.62,99.13,58.044
0.099909,0.81,0.49,0.31,0.12,97.86,17.45,99.87,54.639
0.258056,3.46,2.51,0.61,0.11,98.9,26.13,99.92,46.444
0.038478,2.41,0.87,0.79,0.06,100.0,25.9,99.78,56.866
0.209109,11.81,0.65,0.77,0.14,97.91,18.21,99.98,52.672
0.059072,2.96,4.17,0.01,0.1,94.12,10.52,99.21,48.44
0.109032,13.59,3.18,1.21,0.14,94.77,4.11,99.86,60.046
0.255795,7.12,6.01,5.41,0.16,100.0,32.97,99.62,48.613
0.138977,1.08,0.58,1.38,0.06,93.13,15.7,99.92,52.999
0.054542,1.21,0.01,0.18,0.09,98.55,21.04,99.57,55.266
0.127049,17.36,0.23,0.72,0.13,95.94,29.23,99.03,61.457
0.094338,2.89,4.97,0.04,0.22,79.83,25.47,99.41,55.447
0.328035,20.39,2.15,0.01,0.23,100.0,15.78,99.63,46.444
0.493527,3.95,3.59,0.01,0.23,61.79,28.88,99.44,54.757
0.016021,3.46,0.91,0.01,0.16,99.97,15.32,99.96,60.895
0.138853,8.7,2.32,1.17,0.15,97.98,12.26,99.86,58.73
0.223152,2.31,0.81,0.49,0.11,99.78,5.97,99.95,55.335
0.283443,20.39,1.11,0.8,0.11,99.85,15.78,99.98,64.08
0.053237,7.27,1.72,0.03,0.14,78.77,16.48,99.95,60.266
0.100352,11.54,2.7,0.52,0.18,91.69,0.8,99.94,57.952
0.188002,5.75,4.0,0.01,0.25,100.0,0.8,99.94,54.231
0.068404,2.75,2.62,0.01,0.13,100.0,10.64,99.74,58.788
0.146925,5.81,2.26,0.25,0.1,100.0,7.67,99.93,57.923
0.121208,2.28,2.18,0.13,0.12,94.85,13.68,98.62,54.177
0.016021,9.08,1.74,7.46,0.1,66.72,33.41,99.93,58.605
0.281291,3.12,0.4,7.62,0.14,95.02,19.67,99.92,52.385
0.215186,4.05,0.35,0.01,0.11,100.0,18.38,99.84,46.444
0.150878,2.68,1.37,1.02,0.22,100.0,0.8,100.0,52.848
0.057794,10.46,1.2,8.98,0.07,100.0,0.86,100.0,57.543
0.09564,3.87,0.65,0.01,0.13,93.59,12.14,99.65,46.863
0.228718,5.83,1.9,0.53,0.06,100.0,0.8,99.85,53.94
0.248524,7.03,2.25,0.01,0.11,97.13,14.97,100.0,57.375
0.016021,11.32,0.46,0.95,0.09,85.95,5.85,99.91,60.284
0.215661,19.08,2.44,0.82,0.09,98.82,0.8,99.46,55.876
0.271826,20.39,1.01,0.76,0.13,100.0,27.72,99.78,63.653
0.409784,16.2,0.9,8.76,0.06,96.43,23.52,99.56,60.361
0.220494,18.44,0.47,7.57,0.08,90.54,25.39,99.96,61.948
0.128346,5.38,1.55,0.01,0.06,97.48,20.13,99.81,46.444
0.430697,5.9,4.61,1.47,0.18,99.14,5.65,99.18,48.064
0.190072,5.51,4.45,0.01,0.07,100.0,27.46,100.0,54.864
0.074687,4.18,0.58,0.14,0.12,91.12,13.08,99.89,56.733
0.064183,7.78,1.41,0.1,0.11,100.0,0.8,99.96,62.428
0.07602,8.35,1.28,0.01,0.06,94.3,12.56,99.54,58.438
0.054673,1.95,0.29,3.35,0.1,100.0,25.1,99.43,46.444
0.2614,8.81,0.78,0.01,0.07,95.93,11.9,99.63,53.495
0.13025,10.45,5.76,0.32,0.16,97.51,40.68,99.86,48.883
0.075099,1.38,1.05,2.37,0.08,100.0,0.8,99.99,50.619
0.068927,3.41,0.84,0.47,0.1,100.0,12.18,99.9,59.743
0.101144,0.63,5.44,0.48,0.06,97.37,4.41,100.0,54.08
0.088553,0.84,0.61,0.01,0.07,92.18,10.8,99.63,61.154
0.493527,6.18,1.56,1.01,0.12,98.07,18.09,99.1,48.077
0.023736,3.05,5.5,0.32,0.17,98.52,26.49,99.97,63.078
0.134503,2.72,2.08,0.07,0.12,99.83,0.8,99.52,56.109
0.147046,15.4,5.26,3.85,0.06,100.0,31.06,98.6,58.652
0.207016,2.74,3.78,1.09,0.12,98.71,16.47,99.51,55.447
0.4106,8.0,0.47,1.95,0.15,100.0,18.98,99.3,62.532
0.039665,2.95,3.71,0.1,0.18,83.85,11.53,99.81,56.908
0.292856,4.21,1.48,0.59,0.18,98.9,20.94,99.99,52.932
0.083635,20.39,0.86,0.14,0.13,95.94,8.38,99.92,64.08
0.043331,2.92,4.39,1.97,0.1,96.41,16.12,99.88,49.538
0.263445,3.35,4.72,0.94,0.06,100.0,21.48,99.34,53.588
0.171314,8.61,1.13,0.49,0.09,98.76,16.81,99.8,64.08
0.493527,1.52,1.98,0.17,0.09,95.73,28.54,99.75,46.444
0.095351,1.6,4.04,0.01,0.18,84.75,17.48,99.47,59.722
0.018894,20.39,0.8,0.36,0.07,87.71,20.7,99.43,46.444
0.122816,0.99,0.92,0.62,0.14,92.85,5.0,99.84,46.444
0.019695,0.96,0.35,0.01,0.07,100.0,17.79,99.88,56.452
0.073491,7.6,3.04,10.74,0.07,100.0,32.43,98.91,46.444
0.088152,20.39,4.64,0.01,0.08,95.3,5.08,99.9,62.303
0.386613,3.38,1.05,2.66,0.13,98.79,16.7,99.63,49.132
0.274249,10.08,2.97,1.12,0.09,60.15,30.77,99.68,59.141
0.486671,9.94,5.93,0.01,0.23,99.1,19.92,99.55,56.327
0.107681,19.01,0.63,1.16,0.25,90.29,33.78,99.89,59.452
0.293679,3.07,0.92,0.01,0.21,90.49,28.39,99.98,50.778
0.228148,1.18,5.4,1.16,0.2,98.49,11.05,100.0,48.14
0.016021,7.88,2.75,0.01,0.07,95.99,37.84,99.09,57.507
0.152509,19.27,4.74,0.65,0.15,100.0,5.04,100.0,47.79
0.278965,11.17,0.76,0.01,0.15,100.0,8.78,99.96,50.508
0.412554,0.63,4.56,0.63,0.08,96.75,30.9,100.0,63.821
0.050854,5.43,1.71,0.01,0.17,98.11,8.63,99.96,49.047
0.177423,7.17,1.29,0.38,0.11,100.0,17.03,100.0,58.191
0.184932,10.42,1.59,0.06,0.14,97.43,23.33,99.96,51.877
0.374584,9.31,1.13,1.71,0.17,99.99,32.13,99.96,60.668
0.016021,3.62,2.18,0.26,0.21,100.0,10.85,99.99,64.08
0.0891,4.11,3.82,0.01,0.17,58.23,15.31,100.0,56.675
0.094822,1.48,1.66,0.01,0.18,93.94,7.93,99.7,50.124
0.076736,8.31,0.01,0.77,0.07,100.0,13.25,100.0,51.019
0.029504,2.55,0.68,10.08,0.09,96.16,23.01,99.98,53.565
0.294173,17.5,1.28,0.01,0.17,94.55,18.91,99.88,47.653
0.102669,1.47,0.89,0.59,0.06,96.25,5.74,99.99,59.555
0.29519,2.58,2.9,0.36,0.07,96.02,10.2,99.1,55.946
0.017231,1.57,4.35,1.48,0.11,97.0,9.43,99.51,54.998
0.077768,10.49,0.69,0.46,0.08,97.86,18.25,99.83,54.23
0.052112,6.05,4.21,1.15,0.14,93.53,38.99,99.44,57.302
0.301324,2.41,0.45,0.68,0.16,89.28,21.01,100.0,49.698
0.09565,1.86,1.93,0.2,0.21,97.17,22.02,98.7,59.399
0.080889,2.51,2.68,0.29,0.08,93.65,12.96,100.0,57.595
0.066086,2.09,2.08,0.01,0.07,85.87,14.58,99.86,46.813
0.032297,6.25,2.76,0.01,0.21,97.29,8.39,98.79,46.444
0.493527,10.96,0.87,0.71,0.21,91.09,5.44,99.86,59.706
0.075605,8.52,0.63,0.01,0.15,96.5,16.28,98.95,46.618
0.042196,1.49,0.64,0.01,0.2,96.54,0.8,100.0,48.034
0.262938,4.06,2.04,0.29,0.14,79.81,25.04,99.23,57.143
0.100862,5.74,1.5,0.52,0.07,99.25,21.24,98.77,54.51
0.110171,7.56,1.33,1.49,0.17,76.34,25.76,100.0,59.075
0.092723,4.09,1.13,1.0,0.13,100.0,29.58,99.52,61.319
0.016021,16.02,2.02,0.01,0.12,98.34,23.7,100.0,55.92
0.193216,5.31,1.34,0.01,0.09,99.24,18.89,99.92,64.08
0.046303,3.34,3.34,5.78,0.06,100.0,15.52,99.96,48.359
0.102829,1.07,2.57,0.39,0.06,100.0,26.59,99.94,56.321
0.076353,5.07,1.0,0.4,0.21,98.81,25.51,99.75,62.444
0.297293,11.23,0.01,0.73,0.23,100.0,0.89,98.78,59.459
0.088149,2.49,0.92,0.01,0.09,99.99,34.17,98.98,50.691
0.046192,7.47,1.77,0.53,0.12,90.21,12.88,99.31,56.017
0.190293,1.8,0.01,1.13,0.12,93.18,19.84,99.95,59.201
0.084619,8.17,2.19,1.34,0.06,88.99,14.1,99.6,63.956
0.138387,7.38,2.21,0.32,0.09,100.0,7.81,99.7,55.923
0.31905,7.41,0.85,0.01,0.12,84.72,16.15,99.82,59.377
0.270538,4.64,1.15,2.03,0.22,94.8,25.1,99.88,54.742
0.10042,3.6,0.01,0.01,0.12,99.75,0.8,99.88,58.139
0.493527,8.54,1.37,0.62,0.25,97.41,22.06,99.21,58.257
0.101898,3.01,2.25,0.01,0.13,95.69,13.39,99.82,60.367
0.095132,2.42,2.49,0.47,0.07,97.16,24.26,99.99,48.265
0.081206,3.13,2.38,0.78,0.12,97.85,20.07,99.65,49.407
0.287758,15.97,0.01,0.72,0.11,100.0,11.28,99.94,63.96
0.108192,11.28,0.42,0.01,0.25,89.34,19.11,99.94,50.473
0.390434,13.49,0.59,0.58,0.15,95.97,18.82,99.9,55.08
0.210829,10.8,6.19,0.67,0.2,95.79,22.97,99.91,62.443
0.16313,4.09,1.13,0.01,0.17,97.97,20.33,99.1,59.912
0.295163,5.82,0.84,2.21,0.08,91.02,9.8,99.91,64.08
0.127014,1.27,3.68,0.82,0.09,97.5,11.75,99.79,60.198
0.149261,11.22,1.37,0.4,0.06,96.99,7.91,100.0,47.063
0.086473,3.53,0.27,2.31,0.11,97.23,27.7,98.62,48.26
0.091889,6.85,2.68,0.72,0.11,94.77,15.11,100.0,46.769
0.305722,7.54,4.25,0.01,0.13,97.37,11.07,99.83,46.444
0.403933,5.75,0.78,0.88,0.13,95.66,30.17,99.89,57.184
0.016021,0.63,0.76,0.01,0.07,91.74,22.2,99.66,49.274
0.090073,9.79,4.38,0.84,0.12,100.0,26.42,100.0,49.931
0.056097,20.39,5.23,0.69,0.12,99.38,21.74,99.84,50.649
0.016021,2.53,2.68,0.68,0.06,100.0,4.16,100.0,53.997
0.493527,3.25,1.88,0.01,0.22,97.8,0.8,99.91,47.36
0.493527,3.19,0.81,0.39,0.1,99.81,26.72,99.95,46.589
0.116921,6.08,4.31,0.67,0.06,83.12,13.98,99.94,56.319
0.016021,6.87,5.16,1.32,0.09,97.23,4.92,99.18,59.164
0.408636,4.1,0.51,0.99,0.07,95.37,5.67,100.0,55.429
0.493527,3.8,3.61,1.08,0.17,92.72,24.27,99.94,56.025
0.168292,3.64,2.99,9.09,0.07,94.71,10.29,99.95,60.797
0.227931,8.08,3.08,3.87,0.08,96.52,36.92,99.02,62.976
0.225578,8.05,2.08,1.06,0.09,97.73,1.52,99.87,61.429
0.016021,1.1,2.11,1.27,0.06,98.11,13.47,99.93,47.076
0.061962,2.95,3.13,0.77,0.06,99.6,21.68,99.94,59.982
0.096425,1.61,1.84,0.11,0.21,96.85,17.38,99.96,47.515
0.107595,2.29,0.8,0.91,0.06,99.13,8.41,99.35,53.042
0.18156,0.63,0.59,3.16,0.08,98.7,41.78,98.96,49.239
0.027212,9.08,0.81,0.16,0.06,98.34,39.57,99.54,46.444
0.332196,0.63,0.01,0.01,0.07,93.46,21.87,98.95,60.309
0.056382,5.55,0.31,0.54,0.1,87.02,17.82,99.96,60.209
0.09111,7.57,1.13,1.1,0.14,87.42,22.46,100.0,50.196
0.035945,4.27,2.76,0.33,0.06,94.33,0.8,100.0,61.917
0.104753,7.29,3.22,0.01,0.08,91.77,17.01,98.69,55.21
0.081135,6.3,0.39,0.01,0.1,87.35,10.26,99.48,48.222
0.059586,15.95,0.69,0.01,0.25,99.12,22.82,99.84,63.934
0.093767,8.3,0.7,0.01,0.09,92.19,40.81,99.99,47.453
0.15542,20.39,4.95,0.01,0.15,100.0,23.38,99.91,46.444
0.043482,14.26,6.13,0.01,0.22,100.0,9.33,100.0,56.239
0.199676,2.62,1.18,0.85,0.11,98.78,27.7,99.97,55.463
0.235822,4.14,2.77,0.01,0.09,99.95,27.21,100.0,58.55
0.076382,8.5,0.84,7.04,0.23,93.24,12.33,99.9,64.08
0.051588,12.01,3.28,0.68,0.17,100.0,19.78,100.0,56.597
0.016021,3.82,3.08,1.7,0.08,100.0,0.8,99.95,46.614
0.032969,5.74,1.22,1.24,0.14,89.47,0.8,99.99,57.863
0.171658,4.01,0.47,0.01,0.06,89.02,26.07,100.0,55.285
0.141267,5.32,0.86,0.01,0.15,94.76,21.51,99.49,53.957
0.037813,6.45,5.79,8.45,0.09,100.0,0.8,99.99,55.943
0.021106,2.08,1.1,0.42,0.12,98.59,18.98,99.73,57.563
0.029746,15.05,2.2,1.0,0.09,99.41,23.29,100.0,58.526
0.291681,2.26,0.87,0.01,0.13,92.59,7.32,99.9,55.156
0.183774,3.1,5.23,0.04,0.1,97.16,36.61,99.49,58.099
0.227724,6.25,3.44,0.01,0.08,98.94,0.8,99.34,57.698
0.493527,11.47,0.43,0.39,0.25,89.27,1.13,98.97,53.639
0.294621,2.32,5.64,0.43,0.11,96.66,18.05,99.96,48.183
0.315962,1.38,2.21,0.01,0.17,78.22,22.83,99.39,64.079
0.380126,2.9,0.9,0.01,0.12,86.63,28.39,99.35,62.568
0.094479,7.02,2.7,0.62,0.1,96.92,24.71,99.91,53.608
0.053043,10.17,1.62,0.01,0.12,94.45,28.6,99.31,54.9
0.340394,1.8,0.71,0.01,0.06,100.0,31.79,99.43,56.737
0.067692,7.92,0.72,0.24,0.07,95.64,9.75,99.85,58.568
0.172254,7.72,2.26,1.29,0.1,100.0,13.91,100.0,63.915
0.016021,9.19,2.08,0.53,0.18,95.51,0.8,99.94,59.903
0.312698,8.33,3.93,0.59,0.13,97.1,1.13,100.0,57.344
0.493527,9.31,1.02,10.38,0.06,95.21,25.7,99.47,56.03
0.276038,3.36,3.99,0.41,0.15,95.07,0.8,99.42,60.851
0.105267,8.9,5.06,0.89,0.12,100.0,18.97,99.95,59.216
0.026023,7.09,5.57,0.49,0.14,100.0,21.36,99.9,54.14
0.078793,6.98,0.01,0.31,0.1,100.0,6.25,99.33,46.444
0.285294,8.31,4.99,0.01,0.09,98.62,3.02,100.0,53.441
0.277021,2.57,6.01,0.5,0.06,96.16,17.26,99.27,59.505
0.097806,15.59,4.1,0.26,0.2,95.13,0.8,100.0,58.715
0.051613,3.29,4.71,1.35,0.2,96.27,14.25,99.98,57.035
0.055797,8.37,3.87,0.21,0.12,100.0,37.37,98.44,57.068
0.036743,10.36,1.99,0.01,0.13,99.94,20.67,99.52,59.45
0.240772,10.03,1.15,0.01,0.21,95.79,7.34,99.86,60.567
0.099538,3.77,0.89,0.97,0.12,93.54,22.76,99.87,59.326
0.125633,2.1,0.6,0.01,0.07,89.47,0.8,100.0,61.878
0.067338,3.28,3.23,0.01,0.1,97.47,9.12,100.0,53.509
0.165923,2.99,0.52,0.6,0.13,97.96,13.13,100.0,49.895
0.425808,4.17,0.78,0.36,0.1,96.4,0.8,100.0,62.739
0.110182,0.99,0.46,0.45,0.13,88.66,26.59,99.69,59.029
0.086124,9.09,0.39,0.01,0.09,100.0,18.13,99.92,55.127
0.171488,9.99,2.38,0.22,0.09,97.05,9.99,98.93,60.948
0.115321,0.66,0.75,0.01,0.08,96.26,13.22,98.96,56.975
0.016021,13.43,6.05,0.33,0.06,100.0,25.16,99.99,60.073
0.434121,1.79,0.74,6.04,0.2,79.17,20.85,99.62,58.257
0.4257,1.63,3.74,0.34,0.11,99.6,22.53,99.97,55.61
0.236891,3.3,1.19,0.56,0.09,96.52,38.63,99.85,64.08
0.446676,1.66,0.01,0.11,0.19,99.15,0.8,99.17,46.444
0.02921,16.82,5.16,0.01,0.14,100.0,3.86,99.86,47.62
0.224266,10.78,3.08,1.08,0.25,99.53,34.1,99.9,52.347
0.493527,6.73,0.01,5.8,0.11,74.05,1.54,99.57,50.321
0.174397,7.93,2.5,1.52,0.21,97.33,7.69,99.93,52.854
0.071955,1.21,1.27,0.01,0.08,94.84,18.27,98.91,53.207
0.348378,5.08,1.46,0.01,0.1,92.08,26.93,99.9,50.169
0.098969,14.28,3.36,0.39,0.06,89.91,1.04,100.0,58.374
0.059577,9.31,0.68,0.01,0.1,100.0,33.93,99.3,51.937
0.203089,2.13,4.74,8.81,0.2,94.37,8.7,99.98,59.373
0.245839,6.01,0.8,0.72,0.09,81.13,25.98,99.39,46.444
0.138213,4.37,3.69,0.25,0.08,87.81,16.55,99.59,51.53
0.031456,9.01,2.23,0.76,0.09,94.58,21.88,99.6,58.771
0.225951,20.39,2.63,2.09,0.1,73.22,13.93,99.51,48.366
0.016021,20.39,0.63,0.29,0.11,99.02,28.38,99.69,59.457
0.086634,7.85,0.54,1.08,0.24,100.0,9.1,99.89,60.597
0.309732,2.24,1.76,2.43,0.25,98.48,14.19,99.91,54.805
0.22151,13.14,4.31,0.01,0.11,100.0,15.03,100.0,47.7
0.033305,16.98,5.44,4.77,0.13,95.95,20.58,100.0,56.915
0.144396,9.24,5.1,0.47,0.06,98.93,8.26,99.76,54.707
0.251718,0.63,1.13,0.01,0.09,98.46,31.04,99.93,56.295
0.16082,6.38,3.15,0.61,0.12,100.0,11.44,99.77,57.383
0.065595,1.35,6.04,0.42,0.11,92.58,0.8,99.79,55.327
0.14588,2.81,0.73,1.22,0.1,100.0,17.87,99.98,59.803
0.088827,10.43,0.61,0.1,0.08,95.38,17.95,99.46,53.519
0.089505,5.33,2.53,0.94,0.1,96.97,25.85,99.04,62.68
0.217207,7.72,0.98,0.74,0.21,100.0,7.67,99.31,61.425
0.102012,10.11,1.0,0.78,0.12,100.0,11.29,99.9,53.422
0.0644,3.16,5.64,0.43,0.13,94.75,0.8,99.48,58.513
0.016021,8.27,0.81,0.36,0.06,92.3,0.8,99.95,57.708
0.198994,19.08,0.75,2.7,0.08,98.04,30.92,99.55,46.747
0.033978,1.7,0.67,0.01,0.1,99.86,10.38,100.0,56.226
0.104028,20.39,1.02,6.15,0.13,96.4,22.46,99.92,62.561
0.016021,6.56,2.52,0.81,0.2,99.35,0.8,99.96,46.911
0.252236,0.63,0.15,3.08,0.07,95.96,33.9,99.88,53.448
0.112104,7.78,0.51,0.64,0.08,100.0,4.86,100.0,56.343
0.259815,8.14,0.74,0.65,0.11,98.49,24.02,99.87,56.894
0.172872,20.39,0.66,0.01,0.09,98.4,1.48,99.89,62.055
0.102142,7.02,0.71,0.01,0.11,99.77,32.09,99.86,59.769
0.090916,6.14,1.63,2.97,0.21,89.53,22.53,99.89,63.218
0.054294,3.44,0.98,0.26,0.09,98.49,42.42,99.94,51.824
0.016021,9.78,0.22,1.14,0.07,95.64,28.1,99.62,64.08
0.032527,3.55,3.39,0.01,0.09,97.83,27.31,100.0,60.226
0.092934,7.77,0.01,0.49,0.09,98.23,9.99,100.0,58.572
0.27222,6.86,2.53,0.3,0.09,96.41,27.36,100.0,54.979
0.063621,8.32,1.11,0.54,0.09,92.21,28.6,100.0,57.688
0.070728,6.14,1.14,0.31,0.12,99.19,11.7,99.22,46.444
0.269582,18.32,2.42,1.03,0.06,95.38,25.09,99.9,59.267
0.289228,6.18,0.27,0.01,0.08,94.62,15.71,100.0,60.978
0.222614,3.68,1.52,0.93,0.1,100.0,17.63,99.97,57.999
0.089352,6.39,0.33,0.18,0.13,94.79,16.92,99.56,53.882
0.289807,4.15,1.03,3.99,0.1,93.36,11.27,99.74,60.416
0.146162,5.29,0.23,6.66,0.07,89.85,36.95,99.95,46.444
0.087238,20.39,3.83,1.31,0.06,98.79,12.11,99.16,59.881
0.069923,1.91,0.81,6.86,0.08,100.0,29.89,99.88,49.406
0.016021,0.63,0.89,0.01,0.14,100.0,25.62,99.3,58.881
0.100324,2.06,2.82,0.01,0.12,100.0,9.3,99.97,53.126
0.485334,0.73,2.23,1.04,0.09,100.0,1.44,99.94,46.444
0.23437,1.78,0.41,0.98,0.23,77.62,3.65,99.46,59.578
0.271928,8.47,1.96,0.01,0.11,100.0,10.53,99.98,54.868
0.052113,10.06,2.34,0.01,0.12,99.74,22.72,99.99,51.248
0.051404,20.39,0.01,6.59,0.06,92.61,0.8,99.64,54.857
0.37022,8.79,1.35,8.86,0.09,98.92,18.59,100.0,60.245
0.074838,5.83,0.44,0.41,0.09,97.4,35.62,99.32,63.448
0.037857,20.39,1.69,10.86,0.13,88.45,0.8,98.84,48.064
0.065149,3.55,1.64,0.61,0.08,99.03,24.36,99.54,60.679
0.047421,3.57,5.07,0.83,0.09,97.22,18.18,99.86,46.698
0.094046,6.39,0.59,0.09,0.14,95.25,11.7,99.84,48.576
0.310078,1.66,1.64,1.68,0.22,100.0,33.11,99.8,54.944
0.10157,3.0,3.38,2.61,0.14,99.46,27.06,100.0,63.549
0.104104,9.52,3.38,0.01,0.13,100.0,4.52,99.2,60.212
0.059208,10.55,0.75,0.42,0.22,97.53,23.0,99.51,48.266
0.239039,0.95,0.39,0.01,0.09,95.94,25.95,99.94,46.444
0.0221,1.95,2.72,5.09,0.07,98.59,32.01,99.96,53.771
0.210184,8.78,2.85,0.01,0.1,74.25,0.8,99.97,61.299
0.064946,2.97,4.3,0.2,0.13,97.64,24.73,99.87,56.133
0.325579,3.81,1.2,9.08,0.11,100.0,8.44,100.0,51.04
0.096734,9.36,0.01,0.31,0.13,96.84,39.66,99.98,52.797
0.068792,1.63,2.31,6.55,0.15,93.82,23.18,99.99,46.444
0.14334,5.17,1.76,1.02,0.06,95.31,19.66,99.73,58.046
0.245962,9.33,2.79,0.1,0.18,94.69,11.04,98.54,56.331
0.109282,8.93,1.09,0.74,0.12,100.0,14.89,99.99,55.034
0.453737,6.44,0.85,0.59,0.22,87.83,25.03,98.47,58.74
0.097668,6.31,3.05,1.38,0.13,97.16,33.33,99.9,47.405
0.085705,20.39,2.43,0.01,0.14,91.92,26.67,99.43,46.648
0.279919,6.67,1.03,0.01,0.15,97.83,8.61,100.0,58.755
0.074867,2.14,2.93,0.73,0.06,100.0,22.9,99.94,55.688
0.130622,2.02,0.01,0.17,0.08,100.0,2.05,99.06,62.451
0.086572,8.56,3.41,1.15,0.09,95.4,13.23,100.0,56.245
0.053355,9.14,1.15,0.01,0.21,95.44,3.78,98.78,54.711
0.109507,6.39,3.8,0.44,0.14,94.79,7.86,99.87,56.997
0.135292,8.4,0.63,5.79,0.17,95.69,16.47,99.98,55.918
0.493527,10.67,2.62,0.65,0.15,99.91,19.33,99.45,62.247
0.070715,1.41,0.89,9.06,0.25,99.8,13.9,98.94,53.941
0.0739,13.5,0.59,0.06,0.17,98.72,12.4,99.75,49.821
0.493527,0.97,2.87,0.36,0.19,95.46,16.04,98.44,64.08
0.493527,2.02,0.38,8.04,0.14,97.19,10.54,100.0,60.024
0.089116,4.75,2.2,0.52,0.14,89.95,9.9,99.81,57.101
0.099942,8.5,0.83,2.13,0.2,99.16,23.58,99.96,59.556
0.053125,1.1,0.52,0.01,0.06,97.39,22.44,100.0,50.668
0.087245,4.68,3.57,1.13,0.14,99.03,42.42,99.87,53.911
0.039336,2.82,4.43,0.4,0.06,100.0,27.12,100.0,54.541
0.327919,0.63,1.22,1.43,0.11,86.03,24.04,99.88,55.346
0.103397,2.09,1.78,2.18,0.11,100.0,17.51,99.97,63.479
0.078957,3.25,2.48,0.33,0.11,99.62,31.2,98.86,46.444
0.12726,8.1,1.56,1.45,0.1,84.75,27.78,99.14,55.596
0.228884,2.57,0.45,0.01,0.11,100.0,9.52,99.37,46.444
0.291761,4.28,1.11,0.32,0.16,74.15,13.34,99.58,50.869
0.305856,3.64,1.5,0.01,0.21,52.08,10.41,99.57,57.663
0.063656,9.75,0.65,0.01,0.13,90.72,21.8,99.4,56.39
0.13617,20.39,2.49,0.29,0.06,96.28,4.92,99.96,57.879
0.140847,6.92,4.51,0.52,0.06,100.0,27.65,98.54,46.444
0.100694,0.91,1.2,0.51,0.08,100.0,9.27,99.99,61.256
0.22179,1.49,3.26,0.01,0.11,95.74,17.51,100.0,59.066
0.475776,7.42,0.01,1.74,0.11,90.23,11.7,99.86,56.47
0.124313,7.89,0.5,1.16,0.08,99.24,35.94,99.51,57.143
0.096544,2.91,3.28,0.98,0.1,95.84,12.52,99.22,58.675
0.025985,9.92,3.06,0.01,0.15,86.99,9.91,99.96,63.372
0.391252,13.2,0.89,0.13,0.08,93.3,23.67,100.0,57.472
0.46036,10.76,0.57,0.95,0.09,87.23,20.59,99.99,58.747
0.225242,8.26,4.9,1.07,0.07,95.96,30.93,99.62,54.728
0.083434,0.63,0.27,0.01,0.09,96.74,18.78,100.0,57.435
0.080309,8.74,1.01,0.01,0.13,100.0,24.29,100.0,56.642
0.096374,10.07,0.01,0.76,0.06,100.0,13.61,100.0,64.08
0.049387,7.91,4.76,1.65,0.12,100.0,2.47,99.88,47.757
